Participant_ID,Capture_Time,Type_Code,,,1= your home
M60001,9/11/2019 7:58,4,,,
M60001,9/11/2019 8:01,4,,,
M60001,9/11/2019 8:23,4,,,
M60001,9/11/2019 10:34,4,,,
M60001,9/11/2019 14:23,4,,,
M60001,9/11/2019 15:12,4,,,
M60001,9/11/2019 18:42,4,,,
M60001,9/11/2019 19:13,4,,,
M60001,9/12/2019 8:11,4,,,
M60001,9/12/2019 8:22,4,,,
M60001,9/12/2019 17:18,4,,,
M60001,9/13/2019 6:51,1,,,
M60001,9/13/2019 8:32,4,,,
M60001,9/13/2019 10:16,4,,,
M60001,9/13/2019 11:39,4,,,
M60001,9/13/2019 12:00,4,,,
M60001,9/13/2019 12:03,4,,,
M60001,9/13/2019 12:08,4,,,
M60001,9/13/2019 12:38,4,,,
M60001,9/13/2019 13:16,4,,,
M60001,9/13/2019 16:51,4,,,
M60001,9/14/2019 9:03,4,,,
M60001,9/14/2019 9:50,4,,,
M60001,9/14/2019 13:48,4,,,
M60001,9/14/2019 15:26,4,,,
M60001,9/15/2019 7:47,1,,,
M60001,9/15/2019 14:34,4,,,
M60001,9/15/2019 14:36,4,,,
M60001,9/15/2019 14:37,4,,,
M60001,9/15/2019 15:31,4,,,
M60001,9/15/2019 15:47,4,,,
M60001,9/15/2019 15:48,11,,,
M60001,9/15/2019 15:50,4,,,
M60001,9/15/2019 15:52,11,,,
M60001,9/15/2019 16:00,16,,,
M60001,9/15/2019 16:01,11,,,
M60001,9/15/2019 16:51,14,,,
M60001,9/15/2019 16:52,8,,,
M60001,9/15/2019 16:53,11,,,
M60001,9/15/2019 17:27,16,,,
M60001,9/15/2019 17:29,8,,,
M60001,9/15/2019 17:46,4,,,
M60001,9/15/2019 18:03,4,,,
M60001,9/15/2019 18:47,4,,,
M60001,9/15/2019 22:47,1,,,
M60001,9/16/2019 7:44,4,,,
M60001,9/16/2019 9:59,4,,,
M60001,9/16/2019 13:12,4,,,
M60001,9/16/2019 13:24,4,,,
M60001,9/16/2019 13:25,4,,,
M60001,9/16/2019 19:11,4,,,
M60001,9/17/2019 9:32,1,,,
M60001,9/17/2019 10:06,11,,,
M60001,9/18/2019 0:13,1,,,
M60001,9/18/2019 7:08,5,,,
M60001,9/18/2019 8:47,4,,,
M60001,9/18/2019 11:45,4,,,
M60001,9/18/2019 19:46,4,,,
M60001,9/18/2019 19:49,5,,,
M60001,9/18/2019 21:46,1,,,
M60001,9/19/2019 6:59,1,,,
M60001,9/19/2019 8:17,4,,,
M60001,9/19/2019 10:44,4,,,
M60001,9/19/2019 12:11,4,,,
M60001,9/19/2019 13:46,4,,,
M60001,9/19/2019 14:18,4,,,
M60001,9/19/2019 14:53,4,,,
M60001,9/19/2019 16:19,4,,,
M60001,9/19/2019 16:25,4,,,
M60001,9/19/2019 16:32,4,,,
M60001,9/19/2019 16:33,4,,,
M60001,9/19/2019 17:06,4,,,
M60001,9/19/2019 18:31,15,,,
M60001,9/20/2019 11:20,4,,,
M60001,9/20/2019 12:03,4,,,
M60001,9/20/2019 15:20,4,,,
M60001,9/21/2019 7:07,1,,,
M60001,9/21/2019 9:05,4,,,
M60001,9/21/2019 10:20,4,,,
M60001,9/21/2019 10:22,4,,,
M60001,9/21/2019 10:32,4,,,
M60001,9/21/2019 11:21,88,,,
M60001,9/21/2019 12:43,4,,,
M60001,9/21/2019 15:05,4,,,
M60001,9/21/2019 17:51,4,,,
M60001,9/21/2019 19:04,4,,,
M60001,9/21/2019 21:39,1,,,
M60001,9/22/2019 6:57,1,,,
M60001,9/23/2019 4:57,1,,,
M60001,9/23/2019 7:19,4,,,
M60001,9/23/2019 7:20,4,,,
M60001,9/23/2019 9:33,4,,,
M60001,9/23/2019 14:16,4,,,
M60001,9/23/2019 16:33,4,,,
M60001,9/23/2019 17:57,4,,,
M60001,9/23/2019 21:54,5,,,
M60001,9/23/2019 22:57,1,,,
M60001,9/23/2019 23:03,1,,,
M60001,9/24/2019 6:54,1,,,
M60001,9/24/2019 7:49,4,,,
M60001,9/24/2019 8:27,4,,,
M60001,9/24/2019 12:23,4,,,
M60001,9/24/2019 12:40,4,,,
M60001,9/24/2019 15:11,4,,,
M60001,9/24/2019 16:37,4,,,
M60001,9/24/2019 18:48,4,,,
M60001,9/24/2019 18:50,4,,,
M60001,9/24/2019 20:00,88,,,
M60001,9/25/2019 0:35,1,,,
M60001,9/25/2019 8:19,4,,,
M60001,9/25/2019 9:51,4,,,
M60001,9/25/2019 11:24,4,,,
M60001,9/25/2019 11:55,4,,,
M60001,9/25/2019 12:07,4,,,
M60001,9/25/2019 13:08,4,,,
M60001,9/25/2019 13:09,4,,,
M60001,9/25/2019 13:12,88,,,
M60001,9/25/2019 13:13,4,,,
M60001,9/25/2019 13:14,4,,,
M60001,9/25/2019 13:15,4,,,
M60001,9/25/2019 13:16,4,,,
M60001,9/25/2019 13:19,4,,,
M60001,9/25/2019 14:18,4,,,
M60001,9/25/2019 15:03,4,,,
M60001,9/25/2019 15:15,88,,,
M60001,9/25/2019 15:51,4,,,
M60001,9/25/2019 16:50,4,,,
M60001,9/25/2019 17:08,4,,,
M60001,9/25/2019 18:25,4,,,
M60001,9/25/2019 18:58,4,,,
M60001,9/25/2019 19:00,4,,,
M60001,9/25/2019 21:48,1,,,
M60001,9/25/2019 22:37,1,,,
M60001,9/26/2019 0:19,1,,,
M60001,9/26/2019 7:31,4,,,
M60001,9/26/2019 7:32,4,,,
M60001,9/26/2019 9:55,4,,,
M60001,9/26/2019 10:56,4,,,
M60001,9/26/2019 11:04,4,,,
M60001,9/26/2019 11:06,4,,,
M60001,9/26/2019 11:07,4,,,
M60001,9/26/2019 14:48,4,,,
M60001,9/26/2019 14:50,4,,,
M60001,9/26/2019 14:56,4,,,
M60001,9/26/2019 18:13,4,,,
M60001,9/26/2019 20:44,4,,,
M60001,9/26/2019 21:06,11,,,
M60001,9/26/2019 21:23,1,,,
M60001,9/26/2019 21:24,11,,,
M60001,9/26/2019 21:25,1,,,
M60001,9/26/2019 21:26,1,,,
M60001,9/26/2019 21:29,1,,,
M60001,9/26/2019 21:32,1,,,
M60001,9/26/2019 21:51,1,,,
M60001,9/26/2019 21:53,1,,,
M60001,9/26/2019 21:54,1,,,
M60001,9/26/2019 22:19,1,,,
M60001,9/26/2019 22:22,1,,,
M60001,9/26/2019 22:24,1,,,
M60001,9/26/2019 22:25,1,,,
M60001,9/26/2019 22:28,1,,,
M60001,9/27/2019 1:15,1,,,
M60001,9/27/2019 3:16,1,,,
M60001,9/27/2019 3:23,14,,,
M60001,9/27/2019 3:24,1,,,
M60001,9/27/2019 3:25,1,,,
M60001,9/27/2019 5:49,1,,,
M60001,9/27/2019 5:54,1,,,
M60001,9/27/2019 6:01,1,,,
M60001,9/27/2019 10:06,4,,,
M60001,9/27/2019 10:09,4,,,
M60001,9/27/2019 10:11,4,,,
M60001,9/27/2019 10:12,4,,,
M60001,9/27/2019 10:13,4,,,
M60001,9/27/2019 10:19,4,,,
M60001,9/27/2019 10:25,4,,,
M60001,9/27/2019 11:00,4,,,
M60001,9/27/2019 12:27,4,,,
M60001,9/27/2019 13:06,4,,,
M60001,9/27/2019 13:11,4,,,
M60001,9/27/2019 13:30,4,,,
M60001,9/27/2019 14:09,4,,,
M60001,9/27/2019 14:15,4,,,
M60001,9/27/2019 18:30,4,,,
M60001,9/27/2019 18:59,4,,,
M60001,9/27/2019 19:40,11,,,
M60001,9/27/2019 20:19,5,,,
M60001,9/27/2019 20:29,11,,,
M60001,9/28/2019 11:54,4,,,
M60001,9/28/2019 11:57,4,,,
M60001,9/28/2019 12:19,4,,,
M60001,9/28/2019 13:04,4,,,
M60001,9/28/2019 13:23,4,,,
M60001,9/28/2019 13:24,4,,,
M60001,9/28/2019 13:28,4,,,
M60001,9/28/2019 13:32,4,,,
M60001,9/28/2019 13:33,4,,,
M60001,9/28/2019 13:35,4,,,
M60001,9/28/2019 13:39,4,,,
M60001,9/28/2019 13:40,4,,,
M60001,9/28/2019 13:41,88,,,
M60001,9/28/2019 13:43,4,,,
M60001,9/28/2019 13:50,4,,,
M60001,9/28/2019 18:17,9,,,
M60001,9/28/2019 19:31,4,,,
M60001,9/28/2019 20:53,15,,,
M60001,9/29/2019 4:23,14,,,
M60001,9/29/2019 6:50,1,,,
M60001,9/29/2019 7:24,1,,,
M60001,9/29/2019 8:20,4,,,
M60001,9/29/2019 9:01,4,,,
M60001,9/29/2019 9:17,9,,,
M60001,9/29/2019 9:45,4,,,
M60001,9/29/2019 9:46,4,,,
M60001,9/29/2019 16:23,4,,,
M60001,9/29/2019 16:26,4,,,
M60001,9/29/2019 16:29,4,,,
M60001,9/29/2019 16:30,4,,,
M60001,9/29/2019 16:46,4,,,
M60001,9/29/2019 16:48,4,,,
M60001,9/29/2019 21:11,5,,,
M60001,9/30/2019 8:13,4,,,
M60001,9/30/2019 8:57,4,,,
M60001,9/30/2019 12:46,4,,,
M60001,9/30/2019 14:55,4,,,
M60001,9/30/2019 14:58,4,,,
M60001,9/30/2019 16:40,4,,,
M60001,9/30/2019 16:43,4,,,
M60001,10/1/2019 7:44,1,,,
M60001,10/1/2019 10:39,1,,,
M60001,10/1/2019 12:00,1,,,
M60001,10/1/2019 13:19,1,,,
M60001,10/1/2019 14:51,1,,,
M60001,10/1/2019 18:24,1,,,
M60001,10/1/2019 18:35,1,,,
M60001,10/1/2019 18:36,1,,,
M60001,10/1/2019 18:37,1,,,
M60001,10/1/2019 18:38,1,,,
M60001,10/1/2019 18:47,1,,,
M60001,10/1/2019 19:02,1,,,
M60001,10/1/2019 19:05,1,,,
M60001,10/1/2019 19:12,1,,,
M60001,10/1/2019 20:34,1,,,
M60001,10/1/2019 21:50,11,,,
M60001,10/1/2019 21:58,11,,,
M60001,10/2/2019 2:13,1,,,
M60001,10/2/2019 6:31,1,,,
M60001,10/2/2019 6:34,1,,,
M60001,10/2/2019 6:36,1,,,
M60001,10/2/2019 7:05,1,,,
M60001,10/2/2019 7:07,1,,,
M60001,10/2/2019 12:43,4,,,
M60001,10/2/2019 13:56,4,,,
M60001,10/2/2019 14:05,4,,,
M60001,10/2/2019 17:10,4,,,
M60001,10/2/2019 17:21,4,,,
M60001,10/2/2019 17:22,4,,,
M60001,10/2/2019 17:23,4,,,
M60001,10/2/2019 20:06,4,,,
M60001,10/2/2019 20:07,4,,,
M60001,10/2/2019 20:09,4,,,
M60001,10/2/2019 20:10,4,,,
M60001,10/2/2019 20:11,4,,,
M60001,10/2/2019 20:22,4,,,
M60001,10/2/2019 21:07,1,,,
M60001,10/2/2019 21:10,1,,,
M60001,10/2/2019 21:19,1,,,
M60001,10/2/2019 21:20,1,,,
M60001,10/2/2019 21:43,1,,,
M60001,10/2/2019 21:48,1,,,
M60001,10/3/2019 6:58,1,,,
M60001,10/3/2019 7:42,4,,,
M60001,10/3/2019 9:18,4,,,
M60001,10/3/2019 10:23,4,,,
M60001,10/3/2019 12:05,4,,,
M60001,10/3/2019 16:36,4,,,
M60001,10/3/2019 16:58,4,,,
M60001,10/3/2019 19:24,4,,,
M60001,10/3/2019 19:43,4,,,
M60001,10/3/2019 19:44,4,,,
M60001,10/3/2019 21:02,1,,,
M60001,10/4/2019 20:38,4,,,
M60001,10/4/2019 21:07,1,,,
M60001,10/4/2019 21:26,1,,,
M60001,10/4/2019 21:27,1,,,
M60001,10/4/2019 21:28,1,,,
M60001,10/4/2019 21:29,1,,,
M60001,10/4/2019 21:44,1,,,
M60001,10/4/2019 21:49,1,,,
M60001,10/5/2019 6:41,1,,,
M60001,10/5/2019 9:43,4,,,
M60001,10/5/2019 9:52,4,,,
M60001,10/5/2019 9:59,4,,,
M60001,10/5/2019 15:09,4,,,
M60001,10/5/2019 17:04,4,,,
M60001,10/5/2019 18:05,4,,,
M60001,10/5/2019 21:25,1,,,
M60001,10/5/2019 21:26,1,,,
M60001,10/5/2019 21:27,1,,,
M60001,10/5/2019 21:28,1,,,
M60001,10/5/2019 21:29,1,,,
M60001,10/5/2019 21:30,1,,,
M60001,10/5/2019 21:42,1,,,
M60001,10/5/2019 21:46,1,,,
M60001,10/5/2019 21:59,14,,,
M60001,10/6/2019 6:50,1,,,
M60001,10/6/2019 16:20,4,,,
M60001,10/6/2019 16:58,7,,,
M60001,10/6/2019 17:08,4,,,
M60001,10/6/2019 17:14,4,,,
M60001,10/6/2019 17:19,4,,,
M60001,10/6/2019 17:28,11,,,
M60001,10/6/2019 17:36,4,,,
M60001,10/6/2019 23:43,1,,,
M60001,10/7/2019 7:36,4,,,
M60001,10/7/2019 12:10,4,,,
M60001,10/8/2019 9:28,11,,,
M60001,10/8/2019 16:18,4,,,
M60001,10/8/2019 16:26,4,,,
M60001,10/8/2019 23:06,1,,,
M60001,10/9/2019 9:21,4,,,
M60001,10/9/2019 10:53,4,,,
M60001,10/9/2019 13:05,4,,,
M60001,10/9/2019 13:11,4,,,
M60001,10/10/2019 11:26,4,,,
M60001,10/10/2019 13:54,4,,,
M60001,10/10/2019 15:41,4,,,
M60001,10/10/2019 16:17,4,,,
M60001,10/10/2019 17:41,4,,,
M60001,10/10/2019 17:49,11,,,
M60001,10/10/2019 17:52,4,,,
M60001,10/10/2019 18:29,21,,,
M60001,10/10/2019 18:30,4,,,
M60001,10/10/2019 18:56,4,,,
M60001,10/10/2019 18:57,4,,,
M60001,10/10/2019 19:11,4,,,
M60001,10/10/2019 19:12,4,,,
M60001,10/10/2019 19:18,88,,,
M60001,10/10/2019 19:19,4,,,
M60001,10/10/2019 21:24,1,,,
M60001,10/10/2019 21:26,1,,,
M60001,10/10/2019 21:31,1,,,
M60001,10/10/2019 21:32,1,,,
M60001,10/10/2019 21:36,11,,,
M60001,10/10/2019 21:39,1,,,
M60001,10/10/2019 21:42,1,,,
M60001,10/10/2019 21:56,1,,,
M60001,10/10/2019 22:01,1,,,
M60001,10/10/2019 22:07,1,,,
M60001,10/10/2019 23:17,1,,,
M60001,10/10/2019 23:19,1,,,
M60001,10/10/2019 23:37,1,,,
M60001,10/11/2019 9:20,4,,,
M60001,10/11/2019 9:55,4,,,
M60001,10/11/2019 10:02,4,,,
M60001,10/11/2019 10:22,4,,,
M60001,10/11/2019 15:19,4,,,
M60001,10/11/2019 17:15,4,,,
M60001,10/11/2019 18:16,4,,,
M60001,10/11/2019 18:36,4,,,
M60001,10/11/2019 19:38,1,,,
M60001,10/11/2019 19:48,1,,,
M60001,10/11/2019 19:56,11,,,
M60001,10/11/2019 20:50,1,,,
M60001,10/11/2019 20:53,1,,,
M60001,10/11/2019 21:00,1,,,
M60001,10/11/2019 21:14,1,,,
M60001,10/11/2019 21:15,1,,,
M60001,10/11/2019 21:17,1,,,
M60001,10/11/2019 21:21,1,,,
M60001,10/11/2019 21:24,1,,,
M60001,10/11/2019 21:25,1,,,
M60001,10/11/2019 21:29,1,,,
M60001,10/11/2019 23:34,1,,,
M60001,10/12/2019 7:40,1,,,
M60001,10/12/2019 8:14,19,,,
M60001,10/12/2019 11:12,4,,,
M60001,10/12/2019 14:38,4,,,
M60001,10/13/2019 10:01,4,,,
M60001,10/13/2019 10:09,4,,,
M60001,10/13/2019 16:01,4,,,
M60001,10/13/2019 21:27,1,,,
M60001,10/14/2019 7:02,8,,,
M60001,10/14/2019 8:29,4,,,
M60001,10/14/2019 12:05,4,,,
M60001,10/14/2019 13:20,4,,,
M60001,10/14/2019 14:03,4,,,
M60001,10/14/2019 14:22,4,,,
M60001,10/14/2019 14:44,4,,,
M60001,10/14/2019 16:53,4,,,
M60001,10/15/2019 8:44,5,,,
M60001,10/15/2019 16:23,5,,,
M60001,10/15/2019 18:18,1,,,
M60001,10/15/2019 18:24,1,,,
M60001,10/16/2019 6:15,1,,,
M60001,10/16/2019 14:16,4,,,
M60001,10/16/2019 19:35,1,,,
M60001,10/16/2019 20:36,5,,,
M60001,10/16/2019 20:38,11,,,
M60001,10/16/2019 20:40,1,,,
M60001,10/16/2019 20:42,1,,,
M60001,10/17/2019 0:19,1,,,
M60001,10/17/2019 7:06,1,,,
M60001,10/17/2019 10:49,4,,,
M60001,10/17/2019 12:15,11,,,
M60001,10/17/2019 12:17,4,,,
M60001,10/17/2019 13:37,4,,,
M60001,10/17/2019 13:49,4,,,
M60001,10/17/2019 13:50,4,,,
M60001,10/17/2019 17:19,4,,,
M60001,10/17/2019 17:36,4,,,
M60001,10/18/2019 6:57,1,,,
M60001,10/18/2019 8:30,4,,,
M60001,10/18/2019 10:29,4,,,
M60001,10/18/2019 14:54,4,,,
M60001,10/18/2019 15:26,4,,,
M60001,10/18/2019 17:02,4,,,
M60001,10/18/2019 17:03,4,,,
M60001,10/18/2019 17:53,4,,,
M60001,10/18/2019 18:12,4,,,
M60001,10/18/2019 23:31,1,,,
M60001,10/19/2019 4:33,1,,,
M60001,10/19/2019 4:36,1,,,
M60001,10/19/2019 4:37,1,,,
M60001,10/19/2019 7:04,1,,,
M60001,10/19/2019 8:50,9,,,
M60001,10/19/2019 16:31,4,,,
M60001,10/19/2019 16:42,4,,,
M60001,10/19/2019 18:29,4,,,
M60001,10/19/2019 20:17,4,,,
M60001,10/19/2019 20:19,4,,,
M60001,10/19/2019 20:20,4,,,
M60001,10/19/2019 20:21,4,,,
M60001,10/19/2019 20:23,4,,,
M60001,10/19/2019 21:37,1,,,
M60001,10/19/2019 21:42,1,,,
M60001,10/19/2019 21:55,1,,,
M60001,10/20/2019 5:37,1,,,
M60001,10/20/2019 5:40,1,,,
M60001,10/20/2019 5:56,1,,,
M60001,10/20/2019 8:13,1,,,
M60001,10/20/2019 9:04,4,,,
M60001,10/20/2019 14:22,4,,,
M60001,10/20/2019 15:49,19,,,
M60001,10/20/2019 16:00,14,,,
M60001,10/20/2019 16:01,4,,,
M60001,10/20/2019 16:02,4,,,
M60001,10/20/2019 16:04,4,,,
M60001,10/20/2019 16:06,4,,,
M60001,10/20/2019 16:12,4,,,
M60001,10/20/2019 16:14,4,,,
M60001,10/20/2019 18:01,9,,,
M60001,10/20/2019 18:06,4,,,
M60001,10/20/2019 18:07,4,,,
M60001,10/20/2019 18:08,4,,,
M60001,10/20/2019 18:09,4,,,
M60001,10/20/2019 18:17,4,,,
M60001,10/21/2019 8:23,4,,,
M60001,10/21/2019 11:41,4,,,
M60001,10/21/2019 13:00,4,,,
M60001,10/21/2019 13:16,4,,,
M60001,10/21/2019 13:41,4,,,
M60001,10/21/2019 23:33,1,,,
M60001,10/22/2019 7:03,11,,,
M60001,10/22/2019 10:34,4,,,
M60001,10/22/2019 14:26,4,,,
M60001,10/22/2019 14:27,4,,,
M60001,10/22/2019 14:30,4,,,
M60001,10/22/2019 16:42,4,,,
M60001,10/22/2019 17:59,4,,,
M60001,10/22/2019 18:00,4,,,
M60001,10/22/2019 21:12,11,,,
M60001,10/23/2019 10:08,4,,,
M60001,10/23/2019 11:59,4,,,
M60001,10/23/2019 12:02,4,,,
M60001,10/23/2019 23:37,1,,,
M60001,10/24/2019 5:30,1,,,
M60001,10/24/2019 7:55,4,,,
M60001,10/24/2019 8:01,4,,,
M60001,10/24/2019 10:33,4,,,
M60001,10/24/2019 10:37,4,,,
M60001,10/24/2019 10:38,4,,,
M60001,10/24/2019 13:17,4,,,
M60001,10/24/2019 17:52,4,,,
M60001,10/24/2019 22:41,1,,,
M60001,10/24/2019 23:18,1,,,
M60001,10/25/2019 7:46,4,,,
